Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-5663202~Diseases of signal transduction by growth factor receptors and second messengers	10	6.024096385542169	0.013730389053493516	200633_AT, 202647_S_AT, 238079_AT, 215305_AT, 209296_AT, 200658_S_AT, 206674_AT, 202778_S_AT, 1555736_A_AT, 211373_S_AT	88	453	10331	2.5915613084487257	0.9999930455162868	1.0	1.0
REACTOME_PATHWAY	R-HSA-9033241~Peroxisomal protein import	4	2.4096385542168677	0.015930892895875636	200633_AT, 201343_AT, 215818_AT, 205222_AT	88	63	10331	7.453823953823954	0.9999989790867025	1.0	1.0
GOTERM_MF_DIRECT	GO:0072590~N-acetyl-L-aspartate-L-glutamate ligase activity	2	1.2048192771084338	0.016294235546814938	235948_AT, 225999_AT	136	2	16503	121.34558823529412	0.9929968192899948	1.0	1.0
GOTERM_BP_DIRECT	GO:0009064~glutamine family amino acid metabolic process	2	1.2048192771084338	0.016610080278640867	235948_AT, 225999_AT	135	2	16068	119.02222222222223	0.9999998618393566	1.0	1.0
GOTERM_BP_DIRECT	GO:0055013~cardiac muscle cell development	3	1.8072289156626504	0.01689854271050326	226112_AT, 228367_AT, 1558484_S_AT, 228584_AT	135	24	16068	14.877777777777776	0.9999998952305893	1.0	1.0
KEGG_PATHWAY	hsa04140:Autophagy - animal	6	3.614457831325301	0.0170057106054046	200633_AT, 200679_X_AT, 202647_S_AT, 214486_X_AT, 202546_AT, 203292_S_AT, 209508_X_AT	72	163	7693	3.9330265848670756	0.9687175355524591	1.0	1.0
REACTOME_PATHWAY	R-HSA-1643685~Disease	24	14.457831325301203	0.018909319111422927	200633_AT, 201998_AT, 219795_AT, 200658_S_AT, 202778_S_AT, 203292_S_AT, 205813_S_AT, 1555736_A_AT, 211373_S_AT, 200679_X_AT, 202029_X_AT, 200837_AT, 202647_S_AT, 238079_AT, 215305_AT, 209296_AT, 238896_AT, 215071_S_AT, 238125_AT, 206674_AT, 242587_AT, 208761_S_AT, 221475_S_AT, 204983_S_AT	88	1771	10331	1.590934756942662	0.9999999244629066	1.0	1.0
GOTERM_CC_DIRECT	GO:0005912~adherens junction	6	3.614457831325301	0.01999493039043559	216131_AT, 207172_S_AT, 210844_X_AT, 221526_X_AT, 226462_AT, 208690_S_AT	147	181	17014	3.836734693877551	0.9943186634767437	1.0	1.0
GOTERM_MF_DIRECT	GO:0016279~protein-lysine N-methyltransferase activity	3	1.8072289156626504	0.020398389013209152	212921_AT, 235177_AT, 237640_AT	136	27	16503	13.482843137254903	0.9980187185166002	1.0	1.0
REACTOME_PATHWAY	R-HSA-9772573~Late SARS-CoV-2 Infection Events	4	2.4096385542168677	0.021059552160676846	200633_AT, 201998_AT, 238896_AT, 208761_S_AT	88	70	10331	6.708441558441558	0.9999999885280156	1.0	1.0
KEGG_PATHWAY	hsa05131:Shigellosis	7	4.216867469879518	0.021701190883964362	200633_AT, 201343_AT, 1559051_S_AT, 221659_S_AT, 213666_AT, 200015_S_AT, 1556341_S_AT	72	237	7693	3.155825128926395	0.9881081883625853	1.0	1.0
GOTERM_BP_DIRECT	GO:0051094~positive regulation of developmental process	2	1.2048192771084338	0.02481213736967489	236858_S_AT, 239854_AT	135	3	16068	79.34814814814814	0.9999999999486837	1.0	1.0
GOTERM_MF_DIRECT	GO:0042054~histone methyltransferase activity	3	1.8072289156626504	0.02488143657562413	235177_AT, 237640_AT, 1554060_S_AT	136	30	16503	12.134558823529414	0.9995041593650124	1.0	1.0
GOTERM_CC_DIRECT	GO:0000793~condensed chromosome	3	1.8072289156626504	0.025520202335073454	200679_X_AT, 214620_X_AT, 1554060_S_AT	147	29	17014	11.97325826882477	0.9986638751443847	1.0	1.0
GOTERM_BP_DIRECT	GO:0070979~protein K11-linked ubiquitination	3	1.8072289156626504	0.02741377769419409	201343_AT, 210024_S_AT, 222657_S_AT	135	31	16068	11.518279569892474	0.9999999999958675	1.0	1.0
REACTOME_PATHWAY	R-HSA-8852135~Protein ubiquitination	4	2.4096385542168677	0.02790421744936475	200633_AT, 201343_AT, 210024_S_AT, 222657_S_AT	88	78	10331	6.020396270396271	0.9999999999723254	1.0	1.0
GOTERM_BP_DIRECT	GO:0007275~multicellular organism development	4	2.4096385542168677	0.02832549601444366	207172_S_AT, 215305_AT, 206674_AT, 226450_AT	135	79	16068	6.026441631504923	0.9999999999982935	1.0	1.0
REACTOME_PATHWAY	R-HSA-1251985~Nuclear signaling by ERBB4	3	1.8072289156626504	0.029528005492179123	200665_S_AT, 228554_AT, 211373_S_AT	88	32	10331	11.00603693181818	0.9999999999934173	1.0	1.0
WIKIPATHWAYS	WP2118:Arrhythmogenic right ventricular cardiomyopathy	4	2.4096385542168677	0.029670241086990644	212361_S_AT, 1554819_A_AT, 210844_X_AT, 226112_AT, 228584_AT	74	73	7903	5.85190670122177	0.9996478654497389	1.0	1.0
GOTERM_MF_DIRECT	GO:0005525~GTP binding	8	4.819277108433735	0.029767868120793337	228395_AT, 202647_S_AT, 1559051_S_AT, 208941_S_AT, 213666_AT, 200015_S_AT, 226450_AT, 212724_AT	136	363	16503	2.674282936315022	0.9998912454793448	1.0	1.0
GOTERM_MF_DIRECT	GO:0061631~ubiquitin conjugating enzyme activity	3	1.8072289156626504	0.0314171726006824	201343_AT, 210024_S_AT, 222657_S_AT	136	34	16503	10.706963667820071	0.9999349416564906	1.0	1.0
REACTOME_PATHWAY	R-HSA-9006934~Signaling by Receptor Tyrosine Kinases	10	6.024096385542169	0.03244631815080497	200633_AT, 202647_S_AT, 215305_AT, 210844_X_AT, 206674_AT, 200665_S_AT, 228554_AT, 226450_AT, 211373_S_AT, 1556341_S_AT	88	526	10331	2.231895955755271	0.9999999999995047	1.0	1.0
KEGG_PATHWAY	hsa05100:Bacterial invasion of epithelial cells	4	2.4096385542168677	0.03279776286382968	210844_X_AT, 213666_AT, 213426_S_AT, 200015_S_AT	72	76	7693	5.623538011695906	0.9988128842693638	1.0	1.0
GOTERM_MF_DIRECT	GO:0004674~protein serine/threonine kinase activity	8	4.819277108433735	0.03334499478497126	232585_AT, 220246_AT, 225611_AT, 205435_S_AT, 221918_AT, 228367_AT, 228925_AT, 1556341_S_AT	136	372	16503	2.609582542694497	0.999964355361901	1.0	1.0
GOTERM_BP_DIRECT	GO:1903955~positive regulation of protein targeting to mitochondrion	3	1.8072289156626504	0.03433069934863351	201343_AT, 203292_S_AT, 218402_S_AT	135	35	16068	10.201904761904762	0.9999999999999951	1.0	1.0
GOTERM_CC_DIRECT	GO:0005769~early endosome	7	4.216867469879518	0.04024639237718612	74694_S_AT, 217930_S_AT, 200658_S_AT, 202546_AT, 203292_S_AT, 242587_AT, 211373_S_AT	147	292	17014	2.7746249184605345	0.9999729045208324	1.0	1.0
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	6	3.614457831325301	0.040377963573762485	202647_S_AT, 215305_AT, 221526_X_AT, 224307_X_AT, 226450_AT, 1556341_S_AT	72	205	7693	3.1272357723577233	0.9997577616474025	1.0	1.0
REACTOME_PATHWAY	R-HSA-9607240~FLT3 Signaling	3	1.8072289156626504	0.04051988302921607	200633_AT, 202647_S_AT, 206674_AT	88	38	10331	9.268241626794257	0.9999999999999997	1.0	1.0
GOTERM_BP_DIRECT	GO:0018105~peptidyl-serine phosphorylation	5	3.0120481927710845	0.04084407903851805	232585_AT, 220246_AT, 225611_AT, 228925_AT, 1556341_S_AT	135	155	16068	3.839426523297491	1.0	1.0	1.0
KEGG_PATHWAY	hsa05412:Arrhythmogenic right ventricular cardiomyopathy	4	2.4096385542168677	0.0409697478103276	212361_S_AT, 1554819_A_AT, 210844_X_AT, 226112_AT, 228584_AT	72	83	7693	5.149263721552877	0.9997861417457717	1.0	1.0
GOTERM_BP_DIRECT	GO:0060267~positive regulation of respiratory burst	2	1.2048192771084338	0.04101309830737947	220246_AT, 226450_AT	135	5	16068	47.60888888888889	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0004714~transmembrane receptor protein tyrosine kinase activity	3	1.8072289156626504	0.044259755221365674	215305_AT, 206674_AT, 226450_AT	136	41	16503	8.878945480631279	0.9999988448406136	1.0	1.0
KEGG_PATHWAY	hsa05216:Thyroid cancer	3	1.8072289156626504	0.04545151772724553	202647_S_AT, 238079_AT, 209552_AT	72	37	7693	8.663288288288287	0.9999169777932291	1.0	1.0
REACTOME_PATHWAY	R-HSA-9833576~CDH11 homotypic and heterotypic interactions	2	1.2048192771084338	0.04948736922624641	207172_S_AT, 210844_X_AT	88	6	10331	39.13257575757576	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0044877~macromolecular complex binding	7	4.216867469879518	0.049696082738796436	200837_AT, 202647_S_AT, 215305_AT, 214486_X_AT, 1570239_A_AT, 206674_AT, 209508_X_AT, 226450_AT	136	323	16503	2.6297805499908944	0.9999997937087142	1.0	1.0
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	56	33.734939759036145	0.05040564127474441	236858_S_AT, 225611_AT, 207172_S_AT, 203786_S_AT, 218479_S_AT, 207159_X_AT, 208031_S_AT, 221918_AT, 228554_AT, 227713_AT, 212113_AT, 212921_AT, 226112_AT, 208632_AT, 200658_S_AT, 223878_AT, 218402_S_AT, 216131_AT, 221659_S_AT, 1570008_AT, 224307_X_AT, 237640_AT, 1569064_AT, 200015_S_AT, 221475_S_AT, 220246_AT, 210844_X_AT, 225999_AT, 208941_S_AT, 223638_AT, 1556341_S_AT, 201467_S_AT, 202029_X_AT, 1556598_AT, 1558839_AT, 215305_AT, 235948_AT, 1559051_S_AT, 235177_AT, 1570239_A_AT, 202546_AT, 228320_X_AT, 232102_AT, 226994_AT, 235248_AT, 228925_AT, 209508_X_AT, 222657_S_AT, 200633_AT, 228584_AT, 226462_AT, 227277_AT, 214486_X_AT, 217930_S_AT, 204481_AT, 200665_S_AT, 1556167_AT, 208690_S_AT	147	5276	17014	1.2284920033214195	0.9999982227020555	1.0	1.0
REACTOME_PATHWAY	R-HSA-5675221~Negative regulation of MAPK pathway	3	1.8072289156626504	0.0506691724424005	200633_AT, 202647_S_AT, 1556341_S_AT	88	43	10331	8.19053911205074	1.0	1.0	1.0
KEGG_PATHWAY	hsa04520:Adherens junction	4	2.4096385542168677	0.05144856066499092	210844_X_AT, 221659_S_AT, 221526_X_AT, 226450_AT	72	91	7693	4.696581196581197	0.9999767566217606	1.0	1.0
GOTERM_BP_DIRECT	GO:0043280~positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	3	1.8072289156626504	0.05201309599001099	200679_X_AT, 200837_AT, 204285_S_AT	135	44	16068	8.115151515151515	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0045471~response to ethanol	4	2.4096385542168677	0.05239469505394214	201998_AT, 201467_S_AT, 221475_S_AT, 207987_S_AT	135	101	16068	4.713751375137514	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0030017~sarcomere	3	1.8072289156626504	0.052532115300312814	239057_AT, 1558484_S_AT, 203293_S_AT	147	43	17014	8.074988134788798	0.9999989988215164	1.0	1.0
REACTOME_PATHWAY	R-HSA-5683057~MAPK family signaling cascades	7	4.216867469879518	0.05265113474096571	200633_AT, 202647_S_AT, 215305_AT, 200658_S_AT, 206674_AT, 228925_AT, 1556341_S_AT	88	320	10331	2.5680752840909093	1.0	1.0	1.0
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	7	4.216867469879518	0.05627951955929585	202647_S_AT, 215305_AT, 209296_AT, 206674_AT, 228925_AT, 226450_AT, 1556341_S_AT	72	298	7693	2.5098340790454885	0.999991713659304	1.0	1.0
GOTERM_BP_DIRECT	GO:0038001~paracrine signaling	2	1.2048192771084338	0.05694688535457798	1559051_S_AT, 228554_AT	135	7	16068	34.006349206349206	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:1990456~mitochondrion-ER tethering	2	1.2048192771084338	0.05694688535457798	212361_S_AT, 211373_S_AT	135	7	16068	34.006349206349206	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0016240~autophagosome docking	2	1.2048192771084338	0.05694688535457798	212361_S_AT, 202546_AT	135	7	16068	34.006349206349206	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-9706377~FLT3 signaling by CBL mutants	2	1.2048192771084338	0.05749653134537872	200633_AT, 206674_AT	88	7	10331	33.5422077922078	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0097227~sperm annulus	2	1.2048192771084338	0.05855380118975349	213666_AT, 200015_S_AT	147	7	17014	33.0689990281827	0.9999998042735115	1.0	1.0
KEGG_PATHWAY	hsa05410:Hypertrophic cardiomyopathy	4	2.4096385542168677	0.058596207706917584	212361_S_AT, 1554819_A_AT, 238079_AT, 226112_AT, 228584_AT	72	96	7693	4.451967592592593	0.9999949564006653	1.0	1.0
GOTERM_BP_DIRECT	GO:0007169~transmembrane receptor protein tyrosine kinase signaling pathway	4	2.4096385542168677	0.06023633534660879	215305_AT, 1570239_A_AT, 206674_AT, 226450_AT	135	107	16068	4.449428868120457	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-5357905~Regulation of TNFR1 signaling	3	1.8072289156626504	0.06162367811153923	200633_AT, 201343_AT, 214486_X_AT, 209508_X_AT	88	48	10331	7.337357954545454	1.0	1.0	1.0
WIKIPATHWAYS	WP4540:Hippo signaling regulation pathways	4	2.4096385542168677	0.06173778152839239	207172_S_AT, 215305_AT, 206674_AT, 226450_AT	74	98	7903	4.359073359073359	0.99999995061485	1.0	1.0
GOTERM_BP_DIRECT	GO:0051897~positive regulation of protein kinase B signaling	5	3.0120481927710845	0.06289929336497976	227277_AT, 215305_AT, 200658_S_AT, 206674_AT, 226450_AT	135	179	16068	3.324643078833023	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-109581~Apoptosis	5	3.0120481927710845	0.06307928958747176	200633_AT, 200679_X_AT, 200837_AT, 204285_S_AT, 214486_X_AT, 209508_X_AT	88	178	10331	3.2976889683350357	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005021~vascular endothelial growth factor-activated receptor activity	2	1.2048192771084338	0.06361239919577089	215305_AT, 206674_AT	136	8	16503	30.33639705882353	0.9999999976033335	1.0	1.0
GOTERM_BP_DIRECT	GO:0018108~peptidyl-tyrosine phosphorylation	3	1.8072289156626504	0.06523306015967044	215305_AT, 206674_AT, 226450_AT	135	50	16068	7.141333333333334	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006513~protein monoubiquitination	3	1.8072289156626504	0.06523306015967044	201343_AT, 208632_AT, 222657_S_AT	135	50	16068	7.141333333333334	1.0	1.0	1.0
KEGG_PATHWAY	hsa05414:Dilated cardiomyopathy	4	2.4096385542168677	0.06775882865746372	212361_S_AT, 1554819_A_AT, 238079_AT, 226112_AT, 228584_AT	72	102	7693	4.190087145969499	0.9999993006213281	1.0	1.0
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	9	5.421686746987952	0.06779287255813762	216131_AT, 239057_AT, 238079_AT, 226112_AT, 221526_X_AT, 1558484_S_AT, 1569064_AT, 213666_AT, 228584_AT, 208690_S_AT	147	502	17014	2.0750467517684363	0.9999999843260197	1.0	1.0
GOTERM_CC_DIRECT	GO:0030054~cell junction	5	3.0120481927710845	0.06817970043574155	215305_AT, 210844_X_AT, 212845_AT, 221526_X_AT, 224307_X_AT	147	179	17014	3.2330026982860187	0.9999999859059822	1.0	1.0
GOTERM_BP_DIRECT	GO:0097503~sialylation	2	1.2048192771084338	0.07261787196187383	201998_AT, 238896_AT	135	9	16068	26.449382716049385	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-9694719~Maturation of protein 3a	2	1.2048192771084338	0.07331525346028232	201998_AT, 238896_AT	88	9	10331	26.088383838383837	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-9683673~Maturation of protein 3a	2	1.2048192771084338	0.07331525346028232	201998_AT, 238896_AT	88	9	10331	26.088383838383837	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005829~cytosol	55	33.13253012048193	0.07361924812150172	236858_S_AT, 218479_S_AT, 221526_X_AT, 207159_X_AT, 237853_X_AT, 215818_AT, 228554_AT, 208761_S_AT, 74694_S_AT, 212921_AT, 234191_AT, 223878_AT, 212724_AT, 218402_S_AT, 201343_AT, 206393_AT, 223894_S_AT, 221659_S_AT, 225950_AT, 237640_AT, 1554974_AT, 221475_S_AT, 224625_X_AT, 210024_S_AT, 210844_X_AT, 225999_AT, 205813_S_AT, 202778_S_AT, 1556341_S_AT, 201467_S_AT, 202029_X_AT, 200837_AT, 238930_AT, 202647_S_AT, 235948_AT, 1559051_S_AT, 235177_AT, 1553177_AT, 205435_S_AT, 223686_AT, 202546_AT, 226994_AT, 228925_AT, 209508_X_AT, 200633_AT, 210875_S_AT, 204285_S_AT, 221276_S_AT, 223983_S_AT, 238079_AT, 209296_AT, 214486_X_AT, 217930_S_AT, 212845_AT, 204481_AT, 205222_AT	147	5287	17014	1.204044318692107	0.9999999968513975	1.0	1.0
GOTERM_BP_DIRECT	GO:0036211~protein modification process	4	2.4096385542168677	0.07444369524080746	201343_AT, 235948_AT, 225999_AT, 208941_S_AT	135	117	16068	4.069135802469136	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-74751~Insulin receptor signalling cascade	3	1.8072289156626504	0.07571628527098474	202647_S_AT, 206674_AT, 226450_AT	88	54	10331	6.522095959595959	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0019899~enzyme binding	7	4.216867469879518	0.07622912875145182	212361_S_AT, 200658_S_AT, 232102_AT, 228554_AT, 205222_AT, 211024_S_AT, 208761_S_AT	136	361	16503	2.3529615447286947	0.9999999999601519	1.0	1.0
GOTERM_BP_DIRECT	GO:0033674~positive regulation of kinase activity	3	1.8072289156626504	0.07700662202821172	215305_AT, 206674_AT, 226450_AT	135	55	16068	6.492121212121212	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0043406~positive regulation of MAP kinase activity	3	1.8072289156626504	0.07700662202821172	203786_S_AT, 206674_AT, 226450_AT	135	55	16068	6.492121212121212	1.0	1.0	1.0
WIKIPATHWAYS	WP3611:Photodynamic therapy induced AP 1 survival signaling	3	1.8072289156626504	0.07762492112194753	215305_AT, 214486_X_AT, 209508_X_AT, 1556341_S_AT	74	50	7903	6.407837837837838	0.9999999994560037	1.0	1.0
WIKIPATHWAYS	WP710:DNA damage response only ATM dependent 	4	2.4096385542168677	0.07941543756300207	200679_X_AT, 204285_S_AT, 202647_S_AT, 226450_AT	74	109	7903	3.919166873295314	0.9999999996743031	1.0	1.0
GOTERM_BP_DIRECT	GO:0043124~negative regulation of I-kappaB kinase/NF-kappaB signaling	3	1.8072289156626504	0.07943671032162357	238930_AT, 1558839_AT, 209296_AT	135	56	16068	6.376190476190477	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0048856~anatomical structure development	3	1.8072289156626504	0.07943671032162357	210875_S_AT, 209552_AT, 200665_S_AT	135	56	16068	6.376190476190477	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0004672~protein kinase activity	7	4.216867469879518	0.08022303585780499	232585_AT, 215305_AT, 205435_S_AT, 221918_AT, 206674_AT, 228925_AT, 1556341_S_AT	136	366	16503	2.320817261330762	0.9999999999892323	1.0	1.0
REACTOME_PATHWAY	R-HSA-9762292~Regulation of CDH11 function	2	1.2048192771084338	0.0811259076886266	207172_S_AT, 210844_X_AT	88	10	10331	23.479545454545455	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0042475~odontogenesis of dentin-containing tooth	3	1.8072289156626504	0.08189058459524626	236858_S_AT, 215305_AT, 210844_X_AT	135	57	16068	6.264327485380117	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-5673001~RAF/MAP kinase cascade	6	3.614457831325301	0.08206945781723052	200633_AT, 202647_S_AT, 215305_AT, 200658_S_AT, 206674_AT, 1556341_S_AT	88	275	10331	2.5614049586776857	1.0	1.0	1.0
BIOCARTA	h_ctbp1Pathway:SUMOylation as a mechanism to modulate CtBP-dependent gene responses	2	1.2048192771084338	0.08237653176482518	210875_S_AT, 208761_S_AT	18	8	1594	22.13888888888889	0.9413957786426679	1.0	1.0
REACTOME_PATHWAY	R-HSA-75893~TNF signaling	3	1.8072289156626504	0.08311121261082667	200633_AT, 201343_AT, 214486_X_AT, 209508_X_AT	88	57	10331	6.178827751196172	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005923~bicellular tight junction	4	2.4096385542168677	0.08602924684382035	216131_AT, 227277_AT, 221526_X_AT, 224307_X_AT	147	121	17014	3.8261651768145275	0.9999999999003061	1.0	1.0
GOTERM_BP_DIRECT	GO:0070374~positive regulation of ERK1 and ERK2 cascade	5	3.0120481927710845	0.08762241248638908	200679_X_AT, 215305_AT, 214486_X_AT, 200658_S_AT, 219377_AT, 209508_X_AT	135	201	16068	2.960751796572692	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0033327~Leydig cell differentiation	2	1.2048192771084338	0.08803036051362782	215305_AT, 211024_S_AT	135	11	16068	21.640404040404043	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0035542~regulation of SNARE complex assembly	2	1.2048192771084338	0.08803036051362782	203292_S_AT, 226462_AT	135	11	16068	21.640404040404043	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0018022~peptidyl-lysine methylation	2	1.2048192771084338	0.08803036051362782	235177_AT, 237640_AT	135	11	16068	21.640404040404043	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-5684996~MAPK1/MAPK3 signaling	6	3.614457831325301	0.08807118630293607	200633_AT, 202647_S_AT, 215305_AT, 200658_S_AT, 206674_AT, 1556341_S_AT	88	281	10331	2.5067130378518274	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-5218859~Regulated Necrosis	3	1.8072289156626504	0.088159567786542	200633_AT, 200679_X_AT, 214486_X_AT, 209508_X_AT	88	59	10331	5.96937596302003	1.0	1.0	1.0
REACTOME_PATHWAY	R-HSA-3214847~HATs acetylate histones	4	2.4096385542168677	0.08996076399528397	228659_AT, 204481_AT, 215071_S_AT, 48117_AT	88	126	10331	3.726911976911977	1.0	1.0	1.0
